CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	fDOM (QSU) (WS) SA	fCHL (ug/L) (WS) SA	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	estDOC (mg-C/L) SA	estDIN (uM) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%) (EXO) SA	Turb (FNU) (EXO) SA	fDOM (QSU) (EXO) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA
A461	38.324125	-121.576525	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.20	2.51	4.82	0.57	19.57	5.39	19.89	133.10	0.0726	19.85	145.56	7.82	8.77	96.2	10.2	22.05	0.47	0.86	1.03	0.01	2.36
A457	38.329528	-121.573474	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.15	2.45	4.71	0.80	19.53	5.51	19.86	133.34	0.0728	19.83	145.90	7.83	8.79	96.4	9.0	21.92	0.43	0.80	1.00	0.01	2.23
A455	38.331947	-121.571451	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.15	2.45	4.66	1.18	19.52	5.84	19.85	133.43	0.0728	19.82	146.05	7.83	8.76	96.0	8.9	21.94	0.43	0.79	0.99	0.00	2.22
A453	38.334096	-121.569008	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.15	2.42	4.61	1.27	19.52	5.88	19.84	133.53	0.0729	19.81	146.20	7.83	8.73	95.6	9.0	22.02	0.42	0.80	0.98	0.00	2.21
A451	38.336321	-121.566618	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.15	2.39	4.58	0.98	19.52	5.56	19.84	133.61	0.0729	19.81	146.30	7.83	8.70	95.4	9.1	22.10	0.42	0.81	0.96	0.01	2.19
A449	38.338512	-121.564239	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.15	2.37	4.56	0.83	19.52	5.39	19.84	133.65	0.0729	19.81	146.36	7.83	8.71	95.5	9.0	22.15	0.41	0.80	0.95	0.01	2.18
A447	38.340673	-121.56179	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.14	2.38	4.54	1.11	19.51	5.64	19.83	133.70	0.0730	19.80	146.42	7.83	8.75	95.8	8.8	22.15	0.42	0.80	0.95	0.02	2.18
A445	38.342998	-121.559569	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.13	2.45	4.48	1.80	19.50	6.28	19.80	133.77	0.0731	19.77	146.54	7.83	8.78	96.1	8.9	22.06	0.45	0.80	0.99	0.02	2.26
A443	38.344221	-121.556282	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.14	2.50	4.44	1.96	19.51	6.40	19.78	133.80	0.0731	19.75	146.60	7.83	8.76	95.9	9.4	22.03	0.47	0.83	1.00	0.02	2.32
A441	38.344964	-121.552724	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.14	2.52	4.39	1.76	19.51	6.14	19.77	133.80	0.0731	19.73	146.67	7.83	8.70	95.2	9.7	22.08	0.49	0.84	1.02	0.01	2.38
A439	38.345826	-121.549237	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.11	2.50	4.35	1.40	19.49	5.74	19.76	133.78	0.0731	19.73	146.66	7.83	8.69	95.0	10.0	22.04	0.47	0.86	1.01	0.02	2.38
A437	38.346379	-121.545611	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.09	2.51	4.31	1.06	19.46	5.36	19.75	133.69	0.0731	19.72	146.64	7.83	8.69	95.1	10.1	22.01	0.48	0.87	1.02	0.01	2.40
A435	38.346719	-121.541965	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.08	2.53	4.29	0.91	19.46	5.20	19.75	133.62	0.0730	19.72	146.60	7.83	8.69	95.0	10.1	22.00	0.49	0.87	1.02	0.02	2.41
A433	38.347771	-121.538488	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.08	2.56	4.25	0.69	19.45	4.94	19.74	133.48	0.0730	19.71	146.40	7.83	8.69	95.0	10.1	21.99	0.51	0.86	1.01	0.02	2.41
A431	38.349472	-121.535528	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.06	2.55	4.21	0.53	19.43	4.74	19.73	133.27	0.0729	19.70	146.20	7.83	8.68	95.0	9.6	21.99	0.53	0.83	0.99	0.03	2.39
A429	38.351633	-121.533082	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.04	2.54	4.19	0.48	19.42	4.67	19.72	133.11	0.0728	19.69	146.03	7.83	8.69	95.0	9.4	21.97	0.55	0.82	0.98	0.04	2.40
A427	38.353922	-121.530821	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.01	2.54	4.16	0.47	19.39	4.63	19.72	132.93	0.0727	19.68	145.81	7.83	8.69	95.1	9.3	21.96	0.57	0.81	0.97	0.05	2.42
A425	38.356131	-121.528449	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.97	2.51	4.14	0.45	19.36	4.59	19.72	132.72	0.0726	19.68	145.59	7.83	8.70	95.1	9.2	21.96	0.59	0.79	0.95	0.06	2.41
A423	38.358265	-121.525982	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.93	2.48	4.10	0.45	19.31	4.56	19.72	132.46	0.0725	19.68	145.31	7.83	8.71	95.3	9.0	21.97	0.60	0.77	0.92	0.08	2.39
A421	38.359996	-121.522932	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.87	2.50	4.06	0.56	19.26	4.63	19.70	131.94	0.0722	19.67	144.81	7.83	8.74	95.6	8.8	21.94	0.64	0.75	0.89	0.13	2.41
A419	38.362516	-121.521222	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.86	2.57	4.03	0.68	19.25	4.73	19.68	131.54	0.0721	19.64	144.46	7.83	8.78	95.9	9.1	21.84	0.66	0.76	0.92	0.12	2.48
A417	38.365429	-121.521109	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.87	2.66	4.02	0.74	19.26	4.76	19.65	131.18	0.0719	19.62	144.16	7.83	8.83	96.4	9.2	21.70	0.66	0.78	1.01	0.06	2.54
A415	38.368321	-121.521472	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.87	2.67	4.01	0.67	19.26	4.69	19.63	131.02	0.0718	19.61	144.05	7.83	8.82	96.3	9.1	21.68	0.66	0.78	1.04	0.03	2.54
A413	38.371162	-121.522245	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.88	2.61	4.01	0.74	19.27	4.74	19.62	130.91	0.0718	19.60	143.90	7.83	8.73	95.3	9.2	21.78	0.65	0.80	1.07	0.01	2.55
A411	38.373922	-121.523372	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.85	2.60	3.99	1.01	19.25	4.99	19.62	130.60	0.0716	19.60	143.53	7.83	8.71	95.0	9.5	21.78	0.64	0.82	1.07	0.02	2.56
A409	38.376678	-121.524511	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.84	2.57	3.97	1.34	19.23	5.31	19.63	130.46	0.0716	19.60	143.33	7.83	8.69	94.8	9.7	21.79	0.61	0.83	1.07	0.02	2.52
A407	38.379538	-121.524028	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.70	2.50	3.91	1.97	19.10	5.87	19.63	129.42	0.0710	19.59	142.13	7.83	8.69	94.8	9.5	21.69	0.53	0.82	1.01	0.02	2.37
A405	38.38173	-121.521832	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.60	2.46	3.87	2.18	19.01	6.05	19.61	128.55	0.0706	19.58	141.23	7.83	8.69	94.9	9.4	21.60	0.49	0.81	0.99	0.01	2.31
A403	38.383413	-121.518811	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.50	2.49	3.82	2.04	18.92	5.86	19.59	127.61	0.0701	19.57	140.26	7.83	8.70	94.9	9.4	21.52	0.50	0.82	1.00	0.01	2.34
A401	38.385478	-121.516224	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.46	2.53	3.80	2.04	18.88	5.85	19.58	127.15	0.0699	19.55	139.82	7.83	8.70	94.9	9.6	21.46	0.54	0.84	1.02	0.01	2.41
A399	38.388025	-121.514499	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.44	2.56	3.79	2.23	18.86	6.02	19.56	126.77	0.0697	19.54	139.51	7.83	8.71	94.9	9.8	21.41	0.58	0.85	1.04	0.01	2.48
A397	38.390859	-121.513683	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.44	2.56	3.78	2.49	18.86	6.27	19.55	126.54	0.0696	19.53	139.29	7.83	8.72	95.0	10.1	21.37	0.61	0.87	1.06	0.00	2.55
A395	38.393765	-121.513355	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.41	2.56	3.75	2.59	18.83	6.34	19.53	126.15	0.0694	19.51	138.84	7.83	8.73	95.1	10.2	21.38	0.62	0.87	1.08	0.01	2.59
A393	38.396667	-121.513196	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.38	2.58	3.74	2.30	18.80	6.04	19.52	125.82	0.0693	19.50	138.46	7.83	8.74	95.2	10.1	21.35	0.64	0.87	1.10	0.01	2.62
A391	38.399549	-121.513403	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.31	2.64	3.71	1.25	18.74	4.97	19.49	125.03	0.0689	19.47	137.73	7.82	8.77	95.5	9.7	21.25	0.69	0.85	1.11	0.01	2.67
A389	38.402365	-121.514224	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.28	2.68	3.71	0.81	18.71	4.53	19.47	124.64	0.0687	19.46	137.42	7.83	8.80	95.7	9.5	21.20	0.69	0.84	1.13	0.01	2.67
A387	38.405094	-121.515461	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.24	2.72	3.70	0.56	18.68	4.27	19.46	124.16	0.0685	19.44	137.00	7.83	8.81	95.8	9.2	21.19	0.66	0.82	1.14	0.01	2.63
A385	38.407753	-121.516851	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.22	2.70	3.70	0.59	18.66	4.29	19.45	123.89	0.0684	19.43	136.72	7.82	8.82	95.9	8.9	21.17	0.66	0.80	1.12	0.01	2.60
A383	38.410369	-121.518439	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.21	2.68	3.69	0.52	18.64	4.22	19.44	123.62	0.0683	19.42	136.45	7.82	8.83	96.0	8.9	21.16	0.67	0.80	1.12	0.01	2.60
A381	38.412889	-121.520277	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.20	2.69	3.68	0.43	18.63	4.12	19.43	123.34	0.0681	19.41	136.15	7.82	8.85	96.3	9.0	21.13	0.66	0.80	1.12	0.01	2.60
A379	38.415362	-121.52215	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.19	2.70	3.66	0.32	18.62	4.00	19.41	122.84	0.0679	19.39	135.68	7.82	8.89	96.7	9.1	21.09	0.64	0.80	1.14	0.00	2.58
A377	38.4179	-121.523932	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.18	2.71	3.65	0.29	18.61	3.96	19.40	122.58	0.0678	19.38	135.42	7.82	8.88	96.6	9.1	21.06	0.63	0.80	1.14	0.00	2.57
A375	38.420429	-121.525746	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.16	2.69	3.64	0.28	18.60	3.95	19.40	122.38	0.0677	19.38	135.22	7.82	8.86	96.3	9.0	21.06	0.62	0.80	1.14	0.00	2.56
A373	38.422863	-121.527715	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.13	2.66	3.63	0.27	18.57	3.93	19.40	122.13	0.0675	19.38	134.95	7.82	8.80	95.7	8.9	21.08	0.60	0.81	1.13	0.00	2.54
A371	38.425375	-121.529591	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.08	2.61	3.63	0.26	18.53	3.92	19.41	121.69	0.0673	19.38	134.39	7.82	8.74	95.0	8.9	21.12	0.58	0.82	1.09	0.01	2.51
A369	38.427938	-121.531307	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.06	2.58	3.64	0.26	18.51	3.91	19.42	121.50	0.0672	19.39	134.13	7.82	8.74	94.9	9.0	21.13	0.56	0.83	1.07	0.01	2.48
A367	38.430682	-121.532468	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	23.04	2.54	3.63	0.25	18.48	3.91	19.42	121.29	0.0671	19.39	133.88	7.82	8.74	94.9	8.8	21.11	0.52	0.82	1.04	0.01	2.39
A365	38.433405	-121.531358	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.96	2.48	3.62	0.28	18.41	3.93	19.41	120.63	0.0668	19.38	133.17	7.82	8.75	95.0	8.4	21.07	0.49	0.79	1.02	0.01	2.33
A359	38.434835	-121.520907	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.88	2.50	3.63	0.43	18.34	4.07	19.42	120.05	0.0664	19.38	132.62	7.82	8.77	95.3	8.7	20.99	0.51	0.81	1.08	0.00	2.42
A356	38.434819	-121.51537	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.84	2.42	3.62	0.62	18.30	4.25	19.43	120.00	0.0664	19.39	132.64	7.82	8.78	95.4	8.4	20.93	0.49	0.81	1.05	0.00	2.32
A361	38.434985	-121.524599	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.91	2.53	3.62	0.34	18.36	3.96	19.41	120.21	0.0665	19.37	132.74	7.82	8.76	95.1	8.7	21.04	0.52	0.80	1.07	0.01	2.43
A363	38.434848	-121.528242	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.95	2.51	3.62	0.30	18.40	3.93	19.41	120.48	0.0667	19.38	133.03	7.82	8.75	95.1	8.5	21.06	0.52	0.80	1.04	0.01	2.39
A354	38.435556	-121.511827	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.82	2.43	3.62	0.65	18.28	4.27	19.42	119.76	0.0663	19.38	132.32	7.82	8.80	95.6	8.5	20.90	0.48	0.82	1.04	0.00	2.33
A352	38.436773	-121.508489	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.80	2.53	3.63	0.64	18.26	4.27	19.41	119.41	0.0661	19.36	131.92	7.82	8.82	95.8	8.8	20.85	0.47	0.85	1.07	0.00	2.40
A350	38.438522	-121.505516	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.79	2.59	3.65	0.63	18.25	4.25	19.39	119.09	0.0660	19.35	131.59	7.82	8.88	96.5	8.8	20.76	0.51	0.86	1.09	0.00	2.48
A348	38.440838	-121.503336	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.77	2.56	3.66	0.62	18.23	4.24	19.39	119.01	0.0659	19.35	131.52	7.82	8.94	97.1	8.5	20.68	0.53	0.85	1.09	0.00	2.47
A346	38.443514	-121.501939	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.77	2.56	3.64	0.61	18.23	4.22	19.38	118.96	0.0659	19.34	131.49	7.82	8.99	97.6	8.6	20.60	0.56	0.83	1.09	0.00	2.50
A344	38.446375	-121.501451	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.77	2.55	3.64	0.60	18.23	4.20	19.37	118.90	0.0659	19.34	131.50	7.83	9.01	97.8	8.4	20.53	0.57	0.81	1.10	0.00	2.49
A342	38.44929	-121.501398	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.78	2.65	3.63	0.57	18.25	4.17	19.35	118.80	0.0659	19.32	131.46	7.83	8.99	97.6	8.7	20.52	0.58	0.80	1.14	0.00	2.53
A340	38.452193	-121.501356	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.79	2.72	3.63	0.55	18.26	4.14	19.34	118.74	0.0658	19.32	131.40	7.83	8.97	97.3	9.0	20.56	0.59	0.81	1.17	0.00	2.57
A338	38.455055	-121.50183	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.80	2.75	3.63	0.50	18.26	4.09	19.34	118.69	0.0658	19.31	131.32	7.83	8.96	97.3	8.9	20.65	0.59	0.81	1.17	0.00	2.58
A336	38.457876	-121.502652	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.80	2.75	3.62	0.47	18.26	4.06	19.33	118.67	0.0658	19.30	131.30	7.83	8.94	97.0	8.9	20.70	0.59	0.81	1.17	0.00	2.56
A334	38.460713	-121.50341	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.79	2.71	3.60	0.44	18.25	4.02	19.32	118.65	0.0658	19.30	131.30	7.83	8.90	96.6	8.8	20.77	0.59	0.79	1.15	0.00	2.53
A332	38.463573	-121.504053	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.75	2.58	3.58	0.35	18.21	3.94	19.31	118.56	0.0658	19.29	131.26	7.83	8.81	95.6	8.6	20.92	0.57	0.79	1.12	0.00	2.48
A330	38.466469	-121.504457	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.73	2.51	3.59	0.31	18.20	3.90	19.30	118.54	0.0658	19.29	131.25	7.83	8.80	95.4	8.4	20.95	0.57	0.79	1.12	0.00	2.48
A328	38.469341	-121.504992	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.73	2.44	3.60	0.24	18.19	3.82	19.29	118.47	0.0658	19.28	131.23	7.83	8.80	95.4	8.0	20.97	0.57	0.79	1.13	0.00	2.48
A326	38.471651	-121.506937	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.74	2.49	3.59	0.17	18.20	3.75	19.28	118.37	0.0657	19.27	131.15	7.83	8.80	95.4	8.0	20.98	0.56	0.79	1.12	0.00	2.47
A324	38.473139	-121.510124	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.75	2.55	3.58	0.08	18.22	3.65	19.26	118.25	0.0657	19.26	130.99	7.83	8.81	95.4	7.8	21.04	0.55	0.79	1.11	0.00	2.46
A311	38.473812	-121.533822	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.79	2.88	3.56	0.59	18.25	4.16	19.27	117.88	0.0655	19.27	130.64	7.84	8.85	96.0	9.4	20.95	0.53	0.78	1.08	0.00	2.40
A314	38.473867	-121.528265	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.79	2.88	3.57	0.00	18.25	3.55	19.26	117.92	0.0655	19.26	130.65	7.84	8.84	95.9	9.5	20.90	0.53	0.78	1.08	0.00	2.40
A316	38.474144	-121.524601	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.78	2.86	3.57	0.00	18.24	3.52	19.26	117.93	0.0655	19.26	130.67	7.84	8.84	95.8	9.0	20.93	0.53	0.78	1.09	0.00	2.41
A322	38.473979	-121.513633	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.76	2.55	3.58	0.05	18.22	3.62	19.26	118.22	0.0657	19.26	130.94	7.83	8.81	95.5	7.8	21.05	0.55	0.79	1.11	0.00	2.45
A318	38.474379	-121.520922	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.77	2.75	3.58	0.00	18.23	3.54	19.26	117.99	0.0655	19.25	130.74	7.84	8.83	95.7	8.3	20.93	0.53	0.78	1.09	0.00	2.42
A309	38.47428	-121.537403	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.78	2.87	3.56	0.92	18.25	4.48	19.28	117.86	0.0655	19.27	130.61	7.85	8.86	96.0	9.2	20.95	0.53	0.78	1.08	0.00	2.40
A320	38.474381	-121.517249	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.76	2.60	3.58	0.00	18.22	3.58	19.26	118.11	0.0656	19.26	130.85	7.84	8.82	95.6	7.8	20.98	0.54	0.79	1.10	0.00	2.43
A307	38.475404	-121.54082	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.78	2.85	3.56	1.10	18.24	4.66	19.29	117.77	0.0654	19.28	130.53	7.85	8.86	96.1	9.0	20.96	0.54	0.78	1.09	0.00	2.41
A305	38.477082	-121.543789	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.77	2.80	3.55	0.49	18.23	4.05	19.30	117.68	0.0654	19.29	130.40	7.85	8.87	96.2	9.0	20.95	0.55	0.78	1.09	0.00	2.42
A303	38.479427	-121.545916	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.76	2.78	3.54	0.21	18.23	3.77	19.30	117.59	0.0653	19.29	130.24	7.85	8.88	96.3	9.1	20.96	0.55	0.78	1.09	0.00	2.43
A301	38.481865	-121.547946	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.76	2.80	3.54	0.10	18.23	3.66	19.30	117.51	0.0652	19.29	130.09	7.85	8.89	96.4	9.3	20.94	0.55	0.78	1.10	0.00	2.44
A299	38.484352	-121.549801	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.77	2.83	3.53	0.07	18.23	3.63	19.30	117.43	0.0652	19.29	130.00	7.85	8.90	96.5	9.3	20.91	0.56	0.78	1.10	0.00	2.44
A297	38.486881	-121.551614	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.77	2.85	3.53	0.09	18.23	3.65	19.30	117.39	0.0652	19.29	130.00	7.85	8.90	96.6	9.3	20.94	0.56	0.78	1.10	0.00	2.45
A295	38.489397	-121.553435	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.75	2.84	3.52	0.08	18.22	3.64	19.30	117.32	0.0652	19.29	129.90	7.85	8.90	96.5	9.1	20.94	0.56	0.78	1.11	0.00	2.46
A293	38.4919	-121.555293	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.74	2.80	3.51	0.07	18.20	3.63	19.30	117.28	0.0651	19.30	129.84	7.85	8.88	96.4	9.0	20.92	0.56	0.78	1.11	0.00	2.47
A291	38.494449	-121.557055	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.73	2.75	3.50	0.08	18.19	3.64	19.31	117.27	0.0651	19.30	129.77	7.85	8.87	96.3	9.0	20.92	0.57	0.79	1.11	0.00	2.47
A289	38.497045	-121.558743	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.71	2.74	3.49	0.13	18.18	3.70	19.32	117.11	0.0650	19.31	129.53	7.85	8.88	96.4	9.0	20.94	0.57	0.79	1.12	0.00	2.48
A287	38.499918	-121.559205	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.70	2.73	3.49	0.17	18.17	3.74	19.33	116.99	0.0649	19.32	129.34	7.85	8.89	96.5	8.9	20.92	0.57	0.79	1.12	0.00	2.48
A285	38.50276	-121.55861	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.68	2.72	3.49	0.22	18.15	3.78	19.34	116.84	0.0649	19.33	129.19	7.85	8.89	96.6	8.7	20.91	0.57	0.79	1.12	0.00	2.48
A283	38.505483	-121.557426	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.65	2.68	3.50	0.31	18.12	3.87	19.34	116.63	0.0648	19.34	128.95	7.85	8.90	96.7	8.4	20.89	0.57	0.79	1.12	0.00	2.49
A281	38.508171	-121.556007	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.64	2.67	3.50	0.35	18.11	3.91	19.35	116.55	0.0647	19.34	128.88	7.86	8.90	96.7	8.3	20.92	0.57	0.79	1.12	0.00	2.49
A279	38.510855	-121.554603	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.63	2.67	3.49	0.40	18.10	3.97	19.35	116.45	0.0647	19.34	128.76	7.86	8.91	96.7	8.3	20.93	0.57	0.79	1.12	0.00	2.49
A277	38.513341	-121.552679	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.62	2.69	3.48	0.49	18.09	4.06	19.35	116.20	0.0645	19.33	128.50	7.86	8.92	96.9	8.2	20.91	0.57	0.80	1.13	0.00	2.50
A275	38.514588	-121.549358	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.62	2.74	3.48	0.53	18.09	4.09	19.34	116.05	0.0645	19.33	128.38	7.86	8.96	97.3	8.1	20.93	0.57	0.80	1.13	0.00	2.50
A273	38.515533	-121.545888	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.61	2.76	3.47	0.58	18.08	4.14	19.34	115.84	0.0643	19.32	128.20	7.86	9.00	97.7	8.0	20.87	0.58	0.80	1.13	0.00	2.51
A271	38.516287	-121.542353	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.62	2.80	3.48	0.62	18.09	4.18	19.34	115.65	0.0642	19.32	128.05	7.86	9.03	98.0	8.2	20.77	0.58	0.80	1.13	0.00	2.51
A269	38.516859	-121.538746	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.61	2.89	3.48	0.66	18.08	4.22	19.34	115.46	0.0641	19.33	128.15	7.85	8.97	97.4	9.0	20.73	0.58	0.80	1.13	0.00	2.51
A267	38.517027	-121.535051	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.56	2.86	3.47	0.71	18.04	4.27	19.36	115.17	0.0640	19.35	127.98	7.86	8.91	96.8	9.4	20.74	0.58	0.80	1.13	0.00	2.52
A265	38.51727	-121.531369	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.54	2.79	3.46	0.74	18.02	4.30	19.36	115.03	0.0639	19.36	127.19	7.86	8.90	96.6	9.3	20.76	0.58	0.80	1.13	0.00	2.52
A263	38.517897	-121.527771	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.54	2.80	3.46	0.75	18.02	4.31	19.37	114.98	0.0639	19.36	127.08	7.86	8.90	96.7	9.1	20.77	0.58	0.80	1.13	0.00	2.52
A261	38.51954	-121.524721	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.54	2.82	3.45	0.77	18.02	4.34	19.37	114.76	0.0638	19.36	126.84	7.86	8.95	97.2	8.4	20.72	0.58	0.80	1.13	0.00	2.52
A259	38.522188	-121.524718	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.53	2.82	3.44	0.78	18.01	4.34	19.37	114.54	0.0637	19.37	126.60	7.86	9.00	97.8	8.4	20.63	0.58	0.80	1.13	0.00	2.52
A257	38.524317	-121.527155	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.47	2.88	3.44	0.79	17.96	4.35	19.39	114.28	0.0635	19.39	126.21	7.86	9.12	99.1	9.0	20.51	0.58	0.80	1.13	0.00	2.52
A255	38.526486	-121.52959	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.42	2.89	3.43	0.79	17.91	4.35	19.40	113.95	0.0633	19.40	125.79	7.86	9.17	99.7	9.3	20.50	0.58	0.80	1.13	0.00	2.52
A253	38.529088	-121.530983	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.46	2.77	3.43	0.80	17.95	4.36	19.37	113.48	0.0631	19.36	125.58	7.86	9.04	98.2	8.5	20.67	0.58	0.80	1.14	0.00	2.53
A251	38.531476	-121.529341	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.56	2.71	3.44	0.81	18.04	4.37	19.36	113.52	0.0631	19.36	125.64	7.86	8.99	97.7	8.2	20.74	0.58	0.81	1.14	0.00	2.53
A249	38.532771	-121.525968	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.62	2.72	3.46	0.81	18.09	4.37	19.37	113.77	0.0633	19.37	125.80	7.86	9.01	97.9	8.4	20.75	0.58	0.81	1.14	0.00	2.53
A247	38.533981	-121.522586	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	22.76	2.69	3.48	0.82	18.23	4.38	19.36	114.23	0.0635	19.35	126.31	7.87	8.96	97.3	8.4	20.86	0.58	0.81	1.14	0.00	2.53
