CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A3072	38.150852	-121.593137	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.58	0.64	24.85	140.84	7.83	8.12	98.06	2.99	1.85	10.65	3.82	10.82	24.82	144.59	0.07	3.88	4.29	1.08	9.24	41.99	46.40	11.64	13.35	1.36	0.99
A3074	38.151311	-121.596487	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.54	0.65	24.83	140.81	7.83	8.12	97.99	2.86	1.82	11.03	3.75	11.25	24.79	144.44	0.07	3.88	4.36	1.07	9.29	41.71	46.92	11.54	13.39	1.38	0.90
A3063	38.151494	-121.589457	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.74	0.68	24.87	140.95	7.82	8.14	98.27	3.08	1.87	10.40	3.88	10.59	24.84	144.76	0.07	3.90	4.24	1.11	9.25	42.13	45.75	12.00	13.41	1.34	1.15
A3301	38.151420	-121.503380	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.14	1.94	24.88	234.66	7.54	6.70	80.98	3.56	3.20	48.28	5.76	50.50	24.87	241.56	0.12	5.08	4.48	0.85	10.39	48.90	43.62	6.96	10.12	3.66	1.70
A681	38.150670	-121.686748	Western Delta tidal zone	Sacramento River	7/1/2021	6.90	0.45	23.26	319.73	8.04	7.80	91.67	7.51	1.49	17.31	2.89	17.92	23.27	283.83	0.15	3.03	5.67	0.18	8.87	34.11	63.91	2.02	7.36	1.76	2.15
A3204	38.151381	-121.542588	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	9.57	0.73	24.60	142.59	7.81	7.86	94.43	1.94	1.81	12.59	3.76	12.67	24.58	145.59	0.07	3.65	4.04	0.95	8.63	42.29	46.87	11.03	10.22	1.47	0.89
A3202	38.151668	-121.539093	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	9.64	0.75	24.56	142.61	7.80	7.79	93.56	1.96	1.81	12.03	3.77	12.12	24.53	145.43	0.07	3.70	4.06	0.91	8.65	42.79	46.92	8.95	10.11	1.44	0.89
A3199	38.153546	-121.535564	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	9.45	0.70	24.54	142.04	7.78	7.73	92.75	1.94	1.77	11.50	3.80	11.58	24.52	144.65	0.07	3.78	4.06	0.86	8.67	43.60	47.22	6.16	9.71	1.40	0.89
A3061	38.153644	-121.591808	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.75	0.69	24.89	140.98	7.82	8.12	98.09	2.98	1.81	10.49	3.81	10.67	24.86	144.84	0.07	3.87	4.23	1.09	9.19	42.12	45.97	11.86	13.51	1.34	1.06
A679	38.153518	-121.685911	Western Delta tidal zone	Sacramento River	7/1/2021	7.04	0.67	23.28	363.78	8.03	7.80	91.55	7.07	1.46	17.37	2.86	17.93	23.31	276.74	0.16	2.94	5.53	0.20	8.67	33.86	63.74	2.35	7.71	1.78	2.17
A3299	38.154308	-121.503113	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	7.88	1.97	24.86	231.04	7.53	6.75	81.58	3.96	3.16	47.50	5.72	50.15	24.86	238.56	0.11	4.98	4.45	0.86	10.29	48.45	43.96	6.69	9.84	3.61	1.68
A3197	38.156383	-121.535216	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	8.98	0.63	24.57	141.04	7.77	7.68	92.14	1.98	1.82	11.36	3.89	11.40	24.55	143.54	0.07	3.85	4.02	0.90	8.76	43.91	46.25	8.66	9.33	1.39	0.89
A3059	38.156470	-121.591907	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.90	0.77	24.92	141.14	7.82	8.07	97.55	2.92	1.74	10.44	3.69	10.64	24.89	145.06	0.07	3.89	4.17	1.01	9.07	42.87	46.01	11.11	13.68	1.34	1.11
A3056	38.157562	-121.587212	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.01	0.80	24.92	141.22	7.81	8.06	97.41	3.05	1.82	10.40	3.85	10.61	24.89	145.14	0.07	3.93	4.19	1.04	9.16	43.00	45.59	11.38	13.73	1.34	1.45
A677	38.156438	-121.685087	Western Delta tidal zone	Sacramento River	7/1/2021	7.49	0.83	23.22	594.41	8.02	7.85	92.07	7.35	1.54	18.54	3.07	19.32	23.35	256.03	0.13	2.70	5.47	0.42	8.59	31.39	63.68	4.88	8.32	1.86	2.18
A3195	38.159099	-121.534653	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	8.57	0.60	24.58	140.37	7.77	7.66	91.94	2.04	1.83	11.43	3.91	11.46	24.57	142.87	0.07	3.86	4.00	0.91	8.78	44.00	45.81	9.85	9.12	1.40	0.89
A3295	38.159441	-121.501795	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	7.51	1.72	24.86	221.29	7.53	6.92	83.54	4.41	3.09	44.08	5.64	47.01	24.85	229.28	0.11	4.89	4.47	0.90	10.24	47.74	45.40	8.46	9.23	3.40	1.63
A3054	38.160091	-121.585509	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.07	0.84	24.96	141.36	7.81	8.08	97.77	3.14	1.95	10.41	4.06	10.63	24.93	145.40	0.07	4.12	4.28	1.06	9.46	43.65	44.97	11.25	13.87	1.34	1.90
A675	38.158896	-121.682897	Western Delta tidal zone	Sacramento River	7/1/2021	7.60	0.95	23.19	645.74	8.02	7.87	92.18	7.51	1.56	18.88	3.13	19.72	23.33	245.95	0.13	2.61	5.40	0.49	8.51	30.64	63.53	5.76	8.55	1.87	2.16
A3293	38.161667	-121.499518	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	7.23	1.52	24.85	214.16	7.53	7.03	84.88	4.52	3.01	41.25	5.56	44.14	24.84	222.54	0.11	4.83	4.49	0.90	10.19	47.39	46.23	8.70	8.74	3.23	1.59
A3193	38.161936	-121.534120	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	7.43	0.54	24.63	138.64	7.77	7.64	91.76	2.15	1.78	11.51	3.86	11.41	24.62	141.30	0.07	3.82	3.99	0.84	8.66	44.11	45.42	9.42	8.60	1.41	0.89
A673	38.160698	-121.679795	Western Delta tidal zone	Sacramento River	7/1/2021	7.53	1.00	23.23	569.97	8.02	7.85	92.03	7.46	1.58	18.59	3.13	19.41	23.30	242.21	0.13	2.64	5.41	0.50	8.57	30.77	63.09	5.82	8.53	1.84	2.11
A3052	38.162813	-121.584118	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.10	0.85	24.99	141.45	7.81	8.12	98.26	3.11	2.02	10.40	4.21	10.63	24.96	145.57	0.07	4.13	4.26	1.11	9.49	43.77	44.11	11.73	13.91	1.34	2.12
A3291	38.162758	-121.496146	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	6.79	1.30	24.87	203.73	7.53	7.17	86.61	4.32	2.91	36.59	5.46	38.72	24.86	211.43	0.11	4.89	4.51	0.88	10.27	47.84	49.57	8.54	8.08	2.94	1.52
A3191	38.163567	-121.531408	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	7.31	0.53	24.64	138.33	7.77	7.64	91.70	2.17	1.76	11.36	3.85	11.21	24.63	140.95	0.07	3.81	4.00	0.82	8.65	44.09	45.13	8.90	8.49	1.39	0.89
A625	38.163547	-121.610142	North Delta tidal transition zone	Sacramento River	7/1/2021	11.49	0.44	24.94	144.85	7.86	7.92	95.73	2.66	1.33	10.15	3.14	10.11	24.92	148.14	0.07	3.39	4.30	0.20	7.89	42.94	54.54	2.57	11.91	1.32	1.22
A628	38.163544	-121.615670	North Delta tidal transition zone	Sacramento River	7/1/2021	11.50	0.59	24.89	148.98	7.88	7.96	96.11	2.70	1.41	10.41	3.15	10.36	24.87	152.28	0.07	3.54	4.41	0.27	8.20	43.13	53.81	3.22	12.10	1.34	1.40
A623	38.163877	-121.606510	North Delta tidal transition zone	Sacramento River	7/1/2021	11.52	0.34	24.97	142.95	7.85	7.90	95.61	2.69	1.37	10.03	3.21	9.99	24.95	146.38	0.07	3.38	4.27	0.22	7.88	42.94	54.23	2.85	11.83	1.31	1.14
A630	38.164194	-121.619235	North Delta tidal transition zone	Sacramento River	7/1/2021	11.39	0.59	24.83	153.84	7.88	7.94	95.86	2.81	1.49	10.70	3.27	10.61	24.81	156.04	0.08	3.54	4.48	0.30	8.32	42.61	53.93	3.62	11.99	1.35	1.49
A621	38.164908	-121.603087	North Delta tidal transition zone	Sacramento River	7/1/2021	11.54	0.26	24.99	141.13	7.84	7.88	95.40	2.69	1.42	9.89	3.28	9.86	24.96	144.76	0.07	3.36	4.23	0.28	7.87	42.70	53.73	3.57	11.80	1.31	1.05
A671	38.163116	-121.677796	Western Delta tidal zone	Sacramento River	7/1/2021	7.56	0.97	23.38	509.72	8.01	7.86	92.39	7.05	1.60	18.08	3.13	18.80	23.34	238.76	0.11	2.65	5.42	0.53	8.62	30.73	62.68	6.14	8.54	1.81	2.06
A632	38.165041	-121.622748	North Delta tidal transition zone	Sacramento River	7/1/2021	11.23	0.58	24.73	163.87	7.89	7.94	95.69	2.92	1.51	11.16	3.31	11.06	24.72	164.18	0.08	3.50	4.57	0.27	8.33	41.98	54.83	3.27	11.82	1.38	1.59
A3050	38.165613	-121.583132	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.15	0.87	25.01	141.51	7.81	8.12	98.27	3.07	2.00	10.40	4.18	10.62	24.98	145.66	0.07	4.10	4.21	1.11	9.42	43.82	44.08	11.86	14.01	1.34	2.20
A3189	38.166371	-121.530507	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	6.85	0.48	24.70	137.51	7.78	7.70	92.53	1.99	1.74	10.70	3.78	10.51	24.68	140.58	0.07	3.76	3.99	0.82	8.57	43.89	34.88	9.55	8.10	1.36	0.90
A634	38.166171	-121.626153	North Delta tidal transition zone	Sacramento River	7/1/2021	11.05	0.57	24.63	177.31	7.89	7.95	95.58	3.07	1.52	11.69	3.32	11.59	24.62	176.37	0.09	3.45	4.62	0.27	8.34	41.44	55.41	3.23	11.57	1.42	1.64
A619	38.166432	-121.599938	North Delta tidal transition zone	Sacramento River	7/1/2021	11.59	0.25	25.00	139.79	7.83	7.91	95.71	2.59	1.46	9.80	3.30	9.80	24.98	143.63	0.07	3.36	4.19	0.34	7.90	42.58	53.02	4.36	11.85	1.30	0.99
A669	38.165792	-121.676228	Western Delta tidal zone	Sacramento River	7/1/2021	7.69	0.95	23.62	416.03	8.00	7.88	93.03	6.35	1.59	17.22	3.07	17.73	23.46	220.95	0.08	2.82	5.40	0.50	8.74	32.23	61.76	5.80	8.63	1.75	2.01
A636	38.167832	-121.629125	North Delta tidal transition zone	Sacramento River	7/1/2021	10.84	0.56	24.45	202.63	7.90	7.96	95.42	3.44	1.58	12.56	3.40	12.44	24.45	200.78	0.10	3.47	4.76	0.32	8.55	40.60	55.67	3.75	11.02	1.47	1.73
A3048	38.168295	-121.581824	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.20	0.98	25.01	141.56	7.81	8.06	97.54	2.98	1.89	10.43	3.93	10.63	24.99	145.67	0.07	3.95	4.07	1.07	9.09	43.72	43.95	12.07	14.15	1.34	2.05
A617	38.168205	-121.597089	North Delta tidal transition zone	Sacramento River	7/1/2021	11.58	0.25	24.99	139.34	7.83	7.90	95.59	2.54	1.39	9.74	3.20	9.76	24.96	143.21	0.08	3.21	4.17	0.30	7.68	41.70	54.48	3.83	11.83	1.29	0.98
A3187	38.169151	-121.529527	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	6.93	0.45	24.72	137.32	7.79	7.77	93.43	1.91	1.74	10.14	3.82	9.99	24.71	140.55	0.07	3.73	3.99	0.88	8.60	43.41	29.09	10.19	7.82	1.32	0.91
A667	38.168213	-121.674246	Western Delta tidal zone	Sacramento River	7/1/2021	7.89	0.86	23.77	364.07	7.99	7.90	93.59	5.95	1.60	16.65	3.08	16.97	23.55	257.00	0.08	3.01	5.41	0.48	8.91	33.69	60.24	5.46	8.75	1.72	1.95
A638	38.169999	-121.631504	North Delta tidal transition zone	Sacramento River	7/1/2021	10.80	0.57	24.36	219.23	7.90	7.96	95.28	3.69	1.63	12.95	3.49	12.92	24.36	218.21	0.11	3.46	4.88	0.39	8.72	39.65	55.93	4.48	10.59	1.49	1.78
A3185	38.170786	-121.526516	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	7.11	0.41	24.74	137.40	7.81	7.85	94.52	1.91	1.77	9.92	3.89	9.92	24.73	140.69	0.07	3.71	4.00	0.94	8.64	42.92	32.64	10.81	7.57	1.31	0.91
A615	38.170578	-121.594959	North Delta tidal transition zone	Sacramento River	7/1/2021	11.45	0.26	24.96	138.90	7.82	7.87	95.16	2.51	1.25	9.60	3.03	9.70	24.93	142.75	0.08	2.89	4.13	0.20	7.21	39.75	57.72	2.61	11.71	1.29	0.97
A3046	38.170936	-121.580414	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.23	1.02	25.02	141.58	7.81	8.03	97.23	2.97	1.84	10.44	3.82	10.63	25.00	145.66	0.07	3.92	4.05	1.06	9.03	43.59	44.38	11.70	14.23	1.34	1.90
A640	38.171526	-121.634610	North Delta tidal transition zone	Sacramento River	7/1/2021	11.02	0.57	24.38	223.53	7.89	7.98	95.64	3.85	1.69	12.80	3.59	12.84	24.38	223.94	0.11	3.57	5.03	0.44	9.02	39.51	55.79	4.93	10.07	1.48	1.84
A665	38.170822	-121.672684	Western Delta tidal zone	Sacramento River	7/1/2021	8.12	0.74	23.84	345.35	7.99	7.92	93.86	5.81	1.60	16.32	3.11	16.53	23.61	313.72	0.11	3.18	5.43	0.46	9.08	34.91	58.16	5.15	8.87	1.70	1.88
A642	38.172694	-121.637951	North Delta tidal transition zone	Sacramento River	7/1/2021	11.43	0.59	24.52	205.32	7.89	8.06	96.86	3.93	1.77	12.13	3.70	12.23	24.50	207.11	0.10	3.83	5.10	0.43	9.33	40.79	54.83	4.65	9.57	1.44	1.86
A644	38.172804	-121.641568	North Delta tidal transition zone	Sacramento River	7/1/2021	11.47	0.61	24.54	201.44	7.89	8.12	97.57	3.99	1.76	11.93	3.66	12.12	24.52	203.54	0.10	3.92	5.15	0.38	9.43	41.18	54.90	4.10	9.10	1.43	1.88
A646	38.172858	-121.645277	North Delta tidal transition zone	Sacramento River	7/1/2021	10.72	0.62	24.23	242.38	7.91	8.01	95.76	4.19	1.67	13.36	3.50	13.58	24.22	242.65	0.12	3.50	5.15	0.42	9.05	38.26	57.12	4.72	8.77	1.52	1.86
A3183	38.172907	-121.524593	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	7.18	0.38	24.76	137.44	7.82	7.93	95.58	1.96	1.79	9.94	3.93	9.97	24.75	140.79	0.07	3.70	4.02	0.94	8.66	42.85	44.93	10.77	7.38	1.31	0.92
A613	38.173054	-121.593035	North Delta tidal transition zone	Sacramento River	7/1/2021	11.32	0.26	24.94	138.48	7.80	7.84	94.81	2.43	1.16	9.47	2.94	9.64	24.91	142.31	0.08	2.69	4.07	0.16	6.91	38.64	59.40	2.05	11.59	1.28	0.97
A648	38.173050	-121.648914	North Delta tidal transition zone	Sacramento River	7/1/2021	10.48	0.63	24.08	269.80	7.93	7.95	94.78	4.56	1.69	14.26	3.57	14.44	24.07	268.30	0.13	3.17	5.13	0.55	8.84	35.69	58.01	6.30	8.62	1.57	1.80
A3044	38.173786	-121.580359	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.19	1.00	25.03	141.56	7.81	7.99	96.76	3.03	1.81	10.44	3.74	10.63	25.02	145.66	0.07	3.89	4.04	1.06	8.97	34.32	45.07	10.51	14.18	1.34	1.50
A650	38.173849	-121.652425	North Delta tidal transition zone	Sacramento River	7/1/2021	9.55	0.66	23.71	351.52	7.97	7.88	93.21	5.20	1.66	16.49	3.57	16.89	23.69	345.77	0.17	2.60	5.12	0.78	8.48	30.37	60.19	9.27	8.41	1.71	1.68
A663	38.173097	-121.670531	Western Delta tidal zone	Sacramento River	7/1/2021	8.32	0.65	23.91	328.24	7.98	7.92	94.06	5.74	1.60	15.86	3.13	16.07	23.66	358.97	0.13	3.27	5.46	0.46	9.20	35.51	55.72	5.01	8.98	1.67	1.76
A652	38.175012	-121.655747	North Delta tidal transition zone	Sacramento River	7/1/2021	9.14	0.66	23.55	400.42	7.98	7.82	92.40	5.50	1.66	17.55	3.57	18.06	23.54	394.60	0.20	2.33	5.13	0.89	8.33	27.86	60.12	10.74	8.48	1.78	1.62
A3181	38.175659	-121.525177	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	7.12	0.37	24.79	137.39	7.83	7.98	96.19	2.01	1.81	9.98	3.90	10.03	24.77	140.82	0.07	3.71	4.01	0.90	8.63	43.13	47.58	10.40	7.27	1.31	0.92
A611	38.175641	-121.591434	North Delta tidal transition zone	Sacramento River	7/1/2021	11.32	0.28	24.95	138.22	7.79	7.85	94.96	2.32	1.22	9.45	3.08	9.62	24.93	142.12	0.08	2.82	4.02	0.24	7.07	39.51	57.49	3.00	11.61	1.28	0.97
A654	38.175767	-121.659425	North Delta tidal transition zone	Sacramento River	7/1/2021	8.28	0.66	23.34	462.71	8.00	7.77	91.33	6.08	1.70	19.03	3.58	19.80	23.34	455.29	0.22	2.24	5.18	1.01	8.40	26.66	55.76	11.96	8.54	1.87	1.47
A661	38.175172	-121.668093	Western Delta tidal zone	Sacramento River	7/1/2021	8.45	0.57	23.74	397.40	7.98	7.85	92.92	6.19	1.74	16.94	3.41	17.48	23.57	431.20	0.18	2.87	5.46	0.79	9.10	31.40	41.15	8.85	9.11	1.74	1.54
A3042	38.176626	-121.580182	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.11	0.92	25.04	141.45	7.82	7.98	96.65	3.02	1.80	10.42	3.74	10.60	25.03	145.60	0.07	3.89	4.02	1.04	8.93	30.07	45.34	10.97	14.02	1.34	1.23
A3179	38.178359	-121.526211	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	6.84	0.39	24.84	137.33	7.85	8.04	97.10	2.17	1.76	10.26	3.74	10.29	24.82	140.93	0.07	3.70	4.00	0.77	8.47	43.85	49.16	9.05	7.11	1.33	0.93
A609	38.178205	-121.589736	North Delta tidal transition zone	Sacramento River	7/1/2021	11.47	0.38	25.00	138.34	7.80	7.88	95.46	2.23	1.51	9.63	3.55	9.67	24.99	142.41	0.08	3.34	3.99	0.49	7.82	42.60	51.19	6.10	11.85	1.29	0.97
A3040	38.179348	-121.578958	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.07	0.87	25.05	141.38	7.82	7.98	96.65	3.01	1.79	10.39	3.74	10.58	25.03	145.57	0.07	3.89	4.01	1.01	8.90	30.39	44.56	10.78	13.92	1.34	1.09
A3177	38.180805	-121.527890	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	6.61	0.44	24.86	137.34	7.85	8.07	97.39	2.25	1.69	10.44	3.64	10.47	24.85	141.06	0.07	3.70	3.99	0.70	8.38	44.22	46.97	8.34	7.00	1.34	0.93
A607	38.180667	-121.587745	North Delta tidal transition zone	Sacramento River	7/1/2021	11.38	0.45	25.02	138.34	7.80	7.89	95.49	2.27	1.62	9.69	3.68	9.69	25.00	142.50	0.08	3.47	3.96	0.59	8.02	43.25	49.41	7.33	11.82	1.29	0.97
A3038	38.181496	-121.576780	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.00	0.83	25.05	141.22	7.82	7.98	96.70	2.99	1.77	10.35	3.75	10.53	25.03	145.42	0.07	3.88	3.99	0.98	8.84	34.88	39.85	11.29	13.78	1.33	0.99
A3036	38.181795	-121.573159	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.94	0.80	25.04	140.95	7.82	7.98	96.61	3.04	1.77	10.41	3.77	10.56	25.01	145.13	0.07	3.89	3.95	0.94	8.76	41.48	31.98	10.82	13.57	1.34	0.98
A3034	38.182638	-121.569699	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.92	0.77	25.02	140.85	7.82	7.96	96.42	3.07	1.80	10.74	3.80	10.89	24.99	145.07	0.07	3.91	3.91	0.96	8.76	43.51	36.14	10.86	13.42	1.36	0.98
A3175	38.183226	-121.526076	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	6.59	0.46	24.88	137.67	7.86	8.10	97.82	2.28	1.64	10.72	3.56	10.73	24.86	141.49	0.07	3.70	4.00	0.63	8.33	44.45	49.20	7.53	7.02	1.36	0.94
A605	38.183153	-121.585874	North Delta tidal transition zone	Sacramento River	7/1/2021	11.32	0.44	25.02	138.44	7.80	7.88	95.46	2.36	1.65	9.78	3.66	9.77	25.00	142.63	0.08	3.52	3.93	0.66	8.10	42.95	48.43	7.97	11.76	1.30	0.97
A3032	38.184307	-121.566739	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.02	0.74	25.02	140.89	7.81	7.96	96.36	3.06	1.81	11.15	3.81	11.36	24.99	145.10	0.07	3.90	3.87	0.97	8.74	44.50	38.22	11.10	13.35	1.38	0.95
A3030	38.185694	-121.563553	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.06	0.71	25.01	140.94	7.81	7.96	96.32	3.04	1.82	11.70	3.81	11.89	24.98	145.15	0.07	3.91	3.86	0.97	8.73	44.68	44.86	11.06	13.26	1.42	0.93
A3173	38.185501	-121.524673	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	6.57	0.50	24.90	138.09	7.87	8.13	98.20	2.31	1.61	11.01	3.54	11.05	24.88	142.02	0.07	3.73	4.02	0.59	8.34	44.73	49.14	7.04	7.05	1.37	0.94
A603	38.185448	-121.583623	North Delta tidal transition zone	Sacramento River	7/1/2021	11.11	0.38	25.01	138.22	7.80	7.87	95.26	2.40	1.60	9.80	3.55	9.78	24.99	142.39	0.08	3.50	3.89	0.65	8.03	44.12	48.31	8.03	11.49	1.30	0.97
A2560	38.185523	-121.661383	Western Delta tidal zone	Cache Slough	7/1/2021	6.17	0.73	23.18	240.28	8.02	7.85	91.84	5.87	1.37	17.68	2.80	18.46	23.21	240.63	0.08	2.93	4.86	0.19	7.99	36.68	63.00	2.40	7.14	1.78	1.47
A3028	38.186976	-121.560319	North Delta tidal transition zone	Georgiana Slough	7/1/2021	13.05	0.67	25.02	140.95	7.81	7.95	96.29	2.99	1.83	12.07	3.80	12.26	24.98	145.13	0.07	3.92	3.84	0.97	8.72	44.93	43.46	11.06	13.24	1.44	0.91
A601	38.187492	-121.581012	North Delta tidal transition zone	Sacramento River	7/1/2021	10.89	0.31	25.01	137.88	7.79	7.85	95.06	2.38	1.48	9.81	3.39	9.78	24.99	142.03	0.08	3.44	3.85	0.59	7.88	43.84	46.66	7.43	11.19	1.30	0.97
A3171	38.188166	-121.526016	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	6.79	0.53	24.90	139.16	7.87	8.16	98.56	2.40	1.60	11.60	3.53	11.65	24.89	143.19	0.07	3.75	4.08	0.55	8.36	44.93	49.49	6.58	7.32	1.41	0.93
A2558	38.188185	-121.659876	Western Delta tidal zone	Cache Slough	7/1/2021	5.00	0.79	22.73	233.21	8.05	7.80	90.47	6.52	1.50	18.68	2.83	19.48	22.83	230.10	0.08	2.87	4.93	0.20	7.99	35.91	62.45	2.44	6.01	1.84	1.74
A3026	38.189194	-121.557958	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.87	0.63	25.02	140.89	7.81	7.93	96.06	2.92	1.86	12.50	3.81	12.69	24.98	145.09	0.07	3.92	3.81	1.02	8.73	44.92	30.45	11.49	13.23	1.47	0.89
A599	38.189177	-121.578054	North Delta tidal transition zone	Sacramento River	7/1/2021	10.52	0.25	25.01	137.28	7.79	7.84	94.88	2.24	1.33	9.73	3.19	9.69	24.98	141.38	0.08	3.31	3.78	0.46	7.54	43.81	50.12	6.13	10.77	1.30	0.97
A597	38.190383	-121.574700	North Delta tidal transition zone	Sacramento River	7/1/2021	10.49	0.25	25.01	137.18	7.80	7.85	95.02	2.19	1.35	9.72	3.22	9.69	24.99	141.30	0.08	3.29	3.74	0.45	7.48	43.92	50.05	6.08	10.74	1.30	0.97
A3024	38.190953	-121.555073	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.72	0.66	25.02	140.89	7.81	7.92	95.91	2.92	1.89	12.69	3.82	12.85	24.99	145.13	0.07	3.92	3.80	1.06	8.75	44.84	19.99	11.06	13.25	1.48	0.89
A3169	38.190843	-121.527336	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	6.86	0.55	24.91	139.66	7.87	8.17	98.63	2.49	1.61	11.93	3.52	11.97	24.88	143.68	0.07	3.73	4.10	0.56	8.37	44.75	49.12	6.71	7.40	1.43	0.93
A2556	38.190870	-121.658472	Western Delta tidal zone	Cache Slough	7/1/2021	4.92	0.86	22.70	226.35	8.06	7.81	90.54	6.61	1.53	18.73	2.79	19.47	22.76	223.84	0.09	2.88	4.97	0.19	8.03	35.83	62.22	2.38	5.86	1.85	1.85
A595	38.191553	-121.571382	North Delta tidal transition zone	Sacramento River	7/1/2021	10.94	0.33	25.02	137.85	7.81	7.88	95.46	2.30	1.48	9.96	3.42	10.00	24.99	141.92	0.07	3.40	3.74	0.59	7.73	44.04	47.73	7.53	11.19	1.31	0.97
A593	38.192615	-121.567915	North Delta tidal transition zone	Sacramento River	7/1/2021	11.13	0.33	25.01	138.08	7.80	7.89	95.51	2.29	1.51	10.09	3.47	10.11	24.99	142.14	0.07	3.43	3.74	0.64	7.82	43.90	48.16	8.17	11.35	1.32	0.96
A3022	38.192788	-121.552238	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.55	0.74	25.02	140.96	7.80	7.90	95.83	2.92	1.90	12.84	3.84	12.95	24.99	145.24	0.07	3.92	3.79	1.08	8.77	44.70	11.02	9.22	13.27	1.49	0.89
A3167	38.193423	-121.529020	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	6.98	0.54	24.89	140.01	7.87	8.17	98.61	2.55	1.57	12.06	3.43	12.05	24.87	143.98	0.07	3.68	4.11	0.53	8.30	44.50	49.26	6.40	7.52	1.44	0.93
A2554	38.193497	-121.656957	Western Delta tidal zone	Cache Slough	7/1/2021	4.96	1.14	22.69	222.83	8.07	7.83	90.77	6.71	1.54	18.75	2.78	19.45	22.75	219.55	0.09	2.88	4.98	0.20	8.05	35.71	62.11	2.49	5.96	1.85	1.99
A591	38.193667	-121.564457	North Delta tidal transition zone	Sacramento River	7/1/2021	11.45	0.36	25.00	138.63	7.80	7.88	95.43	2.36	1.51	10.31	3.46	10.34	24.98	142.71	0.07	3.45	3.76	0.66	7.87	43.80	48.25	8.23	11.68	1.33	0.96
A3020	38.194646	-121.549486	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.50	0.81	25.01	141.16	7.80	7.89	95.80	2.92	1.89	13.02	3.87	13.08	24.98	145.42	0.07	3.91	3.80	1.09	8.77	44.59	26.26	5.46	13.32	1.50	0.89
