CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	H2O Delta 18O (per mil) (Picarro) SA	H2O Delta 2H (per mil) (Picarro) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	Orthophosphate (uM) SA
A1138	38.09535	-122.01530	Suisun Bay	Grizzly Bay	Jul-2022	9.97	2.29	20.81	19588.43	7.82	8.03	96.08	49.62	5.99	26.88	11.12	33.79	20.79	18394.9	11.96	0.84	2.91	9.97	0.00	13.70	6.12	21.28	72.74	0.00	-10.81	-77.57	12.21	2.36	12.96	25.19	2.20
A1028	38.09244	-122.06104	Suisun Bay	Suisun Bay	Jul-2022	10.96	2.14	20.88	22822.37	7.82	7.93	96.17	33.48	6.65	26.71	12.65	32.53	20.86	21551.7	14.19	0.53	2.50	12.62	0.00	15.68	3.33	15.94	80.51	0.00	-10.81	-77.57	12.45	2.35	12.88	25.55	2.38
A1030	38.09445	-122.05839	Suisun Bay	Suisun Bay	Jul-2022	10.59	1.96	20.83	22006.82	7.84	7.96	96.19	40.48	7.06	26.66	13.13	32.97	20.81	20783.9	13.66	0.68	2.71	12.69	0.00	16.12	4.23	16.82	78.72	0.00	-10.81	-77.57	12.06	2.35	12.86	25.11	2.33
A1032	38.09635	-122.05563	Suisun Bay	Suisun Bay	Jul-2022	10.13	1.81	20.78	20860.80	7.85	8.02	96.33	45.26	6.84	27.02	12.45	33.49	20.76	19660.3	12.87	0.84	2.83	11.50	0.00	15.22	5.52	18.63	75.56	0.00	-10.81	-77.57	11.66	2.37	13.03	24.74	2.27
A1034	38.09935	-122.05470	Suisun Bay	Suisun Bay	Jul-2022	9.93	1.66	20.78	20639.77	7.86	8.02	96.34	46.11	6.68	27.03	12.23	33.58	20.76	19414.9	12.69	0.88	2.84	11.32	0.00	15.08	5.85	18.85	75.11	0.00	-10.81	-77.57	11.43	2.37	13.03	24.48	2.27
A1036	38.10209	-122.05321	Suisun Bay	Suisun Bay	Jul-2022	9.59	1.55	20.93	20223.83	7.85	8.02	96.46	43.08	6.19	27.93	11.59	34.21	20.90	19048.1	12.39	0.93	2.78	10.78	0.00	14.50	6.64	19.36	73.91	0.00	-10.81	-77.57	11.13	2.42	13.46	24.23	2.25
A1104	38.10544	-122.00337	Suisun Bay	Grizzly Bay	Jul-2022	9.94	2.21	20.90	16496.29	7.83	8.14	96.43	74.56	4.96	24.74	8.71	32.42	20.87	15505.0	9.91	0.82	3.17	7.26	0.00	11.26	7.33	28.17	64.42	0.00	-10.81	-77.56	7.99	2.24	11.96	20.36	2.23
A1056	38.13310	-122.04707	Suisun Bay	Grizzly Bay	Jul-2022	11.93	1.35	20.27	16874.70	7.85	8.21	96.21	83.78	5.84	24.09	10.48	32.41	20.25	15708.8	10.20	1.23	3.48	8.81	0.00	13.58	9.10	25.67	64.81	0.00	-10.81	-77.57	13.30	2.20	11.65	24.77	2.42
A1092	38.11908	-122.00141	Suisun Bay	Grizzly Bay	Jul-2022	1.21	2.09	19.83	18705.86	7.84	8.30	97.14	151.99	7.02	22.85	11.91	34.41	19.83	17191.6	11.37	1.13	4.27	9.92	0.00	15.32	7.41	27.94	64.71	0.00	-10.81	-77.57	2.70	2.13	11.07	13.83	2.21
A1089	38.12227	-122.00372	Suisun Bay	Grizzly Bay	Jul-2022	3.62	1.67	19.87	18446.75	7.84	8.22	96.21	144.24	7.30	22.61	12.46	33.87	19.86	16989.5	11.21	1.22	4.24	10.37	0.00	15.85	7.69	26.79	65.43	0.00	-10.81	-77.57	5.23	2.12	10.96	16.19	2.24
A1070	38.12922	-122.02143	Suisun Bay	Grizzly Bay	Jul-2022	10.57	1.05	20.62	17136.31	7.86	8.09	95.57	108.21	6.55	23.04	11.79	33.11	20.60	15975.6	10.31	1.88	4.23	9.29	0.00	15.38	12.20	27.51	60.46	0.00	-10.81	-77.57	11.47	2.14	11.16	22.60	2.48
A1068	38.12854	-122.02507	Suisun Bay	Grizzly Bay	Jul-2022	10.29	0.69	20.57	16919.69	7.86	8.11	95.63	105.71	6.44	23.00	11.78	32.82	20.56	15810.6	10.20	1.81	4.16	9.43	0.00	15.36	11.78	27.09	61.37	0.00	-10.81	-77.57	10.91	2.14	11.14	22.04	2.48
A1080	38.13567	-122.00411	Suisun Bay	Grizzly Bay	Jul-2022	13.46	1.33	20.28	17864.07	7.84	8.12	95.06	123.98	6.87	23.52	11.96	33.32	20.27	16453.3	10.72	1.39	4.07	9.83	0.00	15.35	9.06	26.58	63.96	0.00	-10.81	-77.57	14.68	2.17	11.39	26.05	2.42
A1094	38.11634	-121.99871	Suisun Bay	Grizzly Bay	Jul-2022	3.07	2.22	19.98	18643.54	7.84	8.29	97.26	146.03	6.63	23.22	11.25	34.29	19.97	17229.1	11.36	1.08	4.16	9.33	0.00	14.55	7.45	28.69	64.03	0.00	-10.81	-77.56	2.30	2.15	11.24	13.54	2.22
A1137	38.09525	-122.01745	Suisun Bay	Grizzly Bay	Jul-2022	9.80	2.38	20.87	19642.39	7.81	8.00	95.83	48.44	6.06	26.87	11.24	33.88	20.84	18454.8	11.99	0.89	2.91	10.07	0.00	13.84	6.39	21.02	72.75	0.00	-10.81	-77.57	12.16	2.36	12.96	25.13	2.17
A1156	38.08451	-121.98593	Suisun Bay	Suisun Bay	Jul-2022	9.44	2.34	21.35	15083.24	7.78	7.95	94.62	25.41	3.41	27.61	6.49	31.34	21.33	14359.6	9.03	0.54	2.22	5.26	0.00	8.07	6.61	27.60	65.11	0.00	-10.81	-77.56	11.70	2.40	13.31	25.00	2.48
A1158	38.08204	-121.98396	Suisun Bay	Suisun Bay	Jul-2022	9.38	2.23	21.41	14872.88	7.77	7.94	94.46	25.02	3.37	27.56	6.32	31.23	21.38	14180.6	8.89	0.48	2.22	5.05	0.00	7.80	6.18	28.46	64.68	0.00	-10.81	-77.56	11.61	2.40	13.28	24.87	2.47
A852	38.04717	-121.92453	Suisun Bay	Suisun Bay	Jul-2022	8.36	1.79	21.56	11130.07	7.80	8.02	94.35	28.40	2.37	25.76	4.69	30.00	21.56	10626.3	6.49	0.67	2.35	3.16	0.00	6.17	10.86	38.03	51.16	0.00	-10.81	-77.56	10.15	2.30	12.44	22.58	1.84
A1083	38.13037	-122.00555	Suisun Bay	Grizzly Bay	Jul-2022	11.25	1.33	20.21	18297.37	7.84	8.14	95.74	123.92	6.83	23.10	12.03	33.36	20.20	16951.5	11.10	1.33	4.08	10.13	0.00	15.53	8.55	26.31	65.18	0.00	-10.81	-77.57	12.56	2.15	11.19	23.74	2.38
A1082	38.13218	-122.00501	Suisun Bay	Grizzly Bay	Jul-2022	12.20	1.33	20.27	18048.97	7.85	8.12	95.30	122.92	6.79	23.34	11.95	33.32	20.26	16686.3	10.89	1.38	4.08	9.95	0.00	15.44	8.97	26.43	64.40	0.00	-10.81	-77.57	13.49	2.16	11.30	24.78	2.41
A1081	38.13384	-122.00478	Suisun Bay	Grizzly Bay	Jul-2022	13.05	1.33	20.31	17821.22	7.85	8.10	95.02	124.00	6.75	23.50	11.83	33.32	20.30	16430.8	10.70	1.43	4.10	9.71	0.00	15.31	9.36	26.79	63.41	0.00	-10.81	-77.57	14.32	2.17	11.38	25.69	2.44
A1079	38.13756	-122.00370	Suisun Bay	Grizzly Bay	Jul-2022	13.70	1.33	20.31	17698.08	7.84	8.12	94.92	125.23	6.82	23.57	11.88	33.31	20.29	16284.3	10.60	1.44	4.10	9.68	0.00	15.30	9.39	26.83	63.20	0.00	-10.81	-77.57	14.89	2.17	11.41	26.29	2.44
A1087	38.12648	-121.99898	Suisun Bay	Grizzly Bay	Jul-2022	7.18	1.50	19.93	18413.17	7.84	8.26	96.70	136.17	7.36	22.58	12.59	33.58	19.92	16972.9	11.18	1.27	4.18	10.65	0.00	16.07	7.93	26.08	66.24	0.00	-10.81	-77.57	8.91	2.12	10.94	19.86	2.28
A1091	38.12134	-121.99609	Suisun Bay	Grizzly Bay	Jul-2022	4.09	2.03	19.89	18540.58	7.84	8.34	97.67	146.35	6.71	22.90	11.46	34.16	19.88	17137.8	11.31	1.19	4.21	9.45	0.00	14.80	8.01	28.57	63.76	0.00	-10.81	-77.56	2.65	2.14	11.09	13.58	2.25
A1100	38.10771	-121.99384	Suisun Bay	Grizzly Bay	Jul-2022	11.57	2.17	20.97	15880.55	7.82	7.96	94.27	74.60	4.50	25.44	7.90	32.20	20.95	15071.2	9.59	0.79	3.09	6.34	0.00	10.20	7.70	30.01	62.46	0.00	-10.81	-77.56	6.06	2.28	12.29	18.20	2.31
A1098	38.11126	-121.99437	Suisun Bay	Grizzly Bay	Jul-2022	10.27	2.21	20.75	16471.63	7.83	8.02	94.71	95.73	4.99	24.74	8.64	32.67	20.73	15553.5	9.98	0.87	3.41	6.97	0.00	11.22	7.72	30.30	62.16	0.00	-10.81	-77.56	4.04	2.24	11.96	15.81	2.26
A1106	38.10668	-122.00851	Suisun Bay	Grizzly Bay	Jul-2022	10.26	2.32	20.88	17202.45	7.83	8.13	96.52	76.39	5.22	24.50	9.47	32.81	20.86	16061.7	10.31	0.88	3.24	8.41	0.00	12.53	7.07	25.99	66.96	0.00	-10.81	-77.57	9.04	2.23	11.84	21.19	2.15
A1105	38.10570	-122.00578	Suisun Bay	Grizzly Bay	Jul-2022	9.93	2.23	20.89	16728.26	7.83	8.17	96.85	74.06	5.02	24.63	8.94	32.55	20.87	15692.0	10.05	0.84	3.18	7.61	0.00	11.63	7.24	27.39	65.28	0.00	-10.81	-77.57	8.49	2.23	11.91	20.86	2.21
A1103	38.10520	-122.00038	Suisun Bay	Grizzly Bay	Jul-2022	10.12	2.20	20.91	16325.30	7.83	8.09	95.84	74.17	4.90	24.94	8.53	32.32	20.89	15374.9	9.82	0.81	3.15	7.00	0.00	10.96	7.40	28.70	63.88	0.00	-10.81	-77.56	7.59	2.25	12.05	19.96	2.25
A1152	38.08348	-121.99288	Suisun Bay	Suisun Bay	Jul-2022	9.27	2.56	21.19	15844.17	7.79	7.97	94.70	30.88	3.98	27.71	7.50	31.80	21.16	15055.2	9.54	0.54	2.33	6.08	0.00	8.97	6.10	26.05	67.68	0.00	-10.81	-77.56	11.85	2.41	13.36	25.20	2.47
A1151	38.08184	-121.99738	Suisun Bay	Suisun Bay	Jul-2022	9.12	2.48	21.09	16468.36	7.79	7.99	95.04	33.82	4.38	27.68	8.19	32.13	21.06	15655.9	9.98	0.58	2.42	6.72	0.00	9.73	5.98	24.91	69.01	0.00	-10.81	-77.56	11.64	2.41	13.34	24.98	2.46
A870	38.05642	-121.95282	Suisun Bay	Honker Bay	Jul-2022	8.22	2.73	21.88	13642.85	7.79	7.95	95.03	14.99	2.69	27.70	5.14	30.53	21.86	13101.3	8.08	0.65	2.06	3.83	0.00	6.59	9.88	31.28	58.10	0.00	-10.81	-77.56	10.96	2.41	13.35	24.31	1.52
A865	38.06020	-121.94307	Suisun Bay	Honker Bay	Jul-2022	8.21	2.37	21.88	12709.47	7.77	7.91	94.15	18.58	2.43	27.14	4.86	30.26	21.87	12242.4	7.50	0.58	2.13	3.44	0.00	6.16	9.48	34.57	55.94	0.00	-10.81	-77.56	10.50	2.38	13.09	23.63	1.90
A1164	38.07252	-121.99871	Suisun Bay	Suisun Bay	Jul-2022	9.10	2.79	21.20	16618.04	7.82	8.05	95.96	28.73	4.10	27.68	7.80	31.92	21.18	15762.5	10.02	0.56	2.32	6.65	0.00	9.46	5.90	24.52	70.35	0.00	-10.81	-77.56	12.11	2.41	13.34	25.43	2.42
A1165	38.07365	-121.99699	Suisun Bay	Suisun Bay	Jul-2022	9.13	2.74	21.18	16427.36	7.81	8.03	95.63	29.89	4.10	27.61	7.77	31.90	21.16	15574.7	9.89	0.56	2.35	6.54	0.00	9.39	5.92	25.06	69.69	0.00	-10.81	-77.56	12.05	2.40	13.31	25.34	2.42
A1166	38.07486	-121.99519	Suisun Bay	Suisun Bay	Jul-2022	9.17	2.65	21.15	16180.50	7.80	8.00	95.11	31.85	4.17	27.52	7.84	31.90	21.13	15340.4	9.74	0.56	2.41	6.49	0.00	9.42	5.94	25.60	68.89	0.00	-10.81	-77.56	11.93	2.40	13.27	25.20	2.43
A1167	38.07480	-121.99341	Suisun Bay	Suisun Bay	Jul-2022	9.24	2.61	21.18	15964.57	7.79	7.98	94.95	31.49	4.09	27.54	7.66	31.81	21.16	15123.5	9.59	0.56	2.40	6.30	0.00	9.24	6.10	26.02	68.10	0.00	-10.81	-77.56	11.91	2.40	13.27	25.19	2.42
A1168	38.07323	-121.99151	Suisun Bay	Suisun Bay	Jul-2022	9.27	2.63	21.25	15714.34	7.80	7.99	95.07	29.21	3.87	27.59	7.25	31.64	21.23	14881.7	9.41	0.57	2.34	5.96	0.00	8.85	6.50	26.58	67.04	0.00	-10.81	-77.56	11.93	2.40	13.30	25.22	2.39
A1169	38.07290	-121.98963	Suisun Bay	Suisun Bay	Jul-2022	9.30	2.59	21.30	15422.03	7.79	7.98	94.96	27.83	3.73	27.61	6.95	31.49	21.28	14617.3	9.21	0.57	2.31	5.67	0.00	8.55	6.79	27.21	65.97	0.00	-10.81	-77.56	11.90	2.40	13.30	25.19	2.37
A1170	38.07219	-121.98771	Suisun Bay	Suisun Bay	Jul-2022	9.30	2.54	21.36	15142.10	7.79	7.97	94.84	26.43	3.60	27.61	6.66	31.34	21.34	14371.0	9.03	0.57	2.29	5.39	0.00	8.25	7.06	27.88	64.95	0.00	-10.81	-77.56	11.85	2.40	13.31	25.14	2.35
A1171	38.07176	-121.98587	Suisun Bay	Suisun Bay	Jul-2022	9.29	2.49	21.42	14899.60	7.78	7.96	94.71	25.27	3.50	27.60	6.43	31.22	21.39	14163.3	8.88	0.57	2.27	5.14	0.00	8.00	7.24	28.55	64.05	0.00	-10.81	-77.56	11.79	2.40	13.30	25.07	2.33
A1172	38.07164	-121.98406	Suisun Bay	Suisun Bay	Jul-2022	9.25	2.53	21.48	14690.55	7.79	7.96	94.81	23.45	3.36	27.60	6.17	31.08	21.45	13997.5	8.76	0.60	2.23	4.86	0.00	7.71	7.82	28.99	62.94	0.00	-10.81	-77.56	11.76	2.40	13.30	25.04	2.25
A1173	38.07139	-121.98220	Suisun Bay	Suisun Bay	Jul-2022	9.20	2.49	21.51	14550.47	7.78	7.95	94.67	23.04	3.33	27.54	6.07	31.01	21.48	13887.4	8.67	0.58	2.23	4.74	0.00	7.57	7.73	29.47	62.44	0.00	-10.81	-77.56	11.67	2.40	13.27	24.92	2.21
A1162	38.07791	-121.97884	Suisun Bay	Suisun Bay	Jul-2022	9.10	2.12	21.50	14471.61	7.76	7.92	94.21	25.18	3.30	27.36	6.12	31.05	21.47	13818.7	8.63	0.49	2.28	4.76	0.00	7.53	6.45	30.25	63.29	0.00	-10.81	-77.56	11.35	2.39	13.19	24.49	2.40
A1174	38.07059	-121.98028	Suisun Bay	Suisun Bay	Jul-2022	9.20	2.49	21.51	14550.47	7.78	7.95	94.67	23.04	3.33	27.54	6.07	31.01	21.48	13887.4	8.67	0.58	2.23	4.74	0.00	7.57	7.73	29.47	62.44	0.00	-10.81	-77.56	11.67	2.40	13.27	24.92	2.21
A1175	38.07120	-121.97856	Suisun Bay	Suisun Bay	Jul-2022	9.12	2.45	21.53	14418.64	7.78	7.94	94.52	23.25	3.29	27.44	6.01	30.95	21.50	13775.8	8.60	0.56	2.23	4.64	0.00	7.47	7.49	29.92	62.12	0.00	-10.81	-77.56	11.57	2.39	13.23	24.78	2.18
A1176	38.07164	-121.97685	Suisun Bay	Suisun Bay	Jul-2022	9.06	2.41	21.53	14295.80	7.78	7.93	94.40	23.71	3.24	27.36	5.96	30.92	21.50	13664.1	8.52	0.52	2.23	4.57	0.00	7.36	7.08	30.27	62.13	0.00	-10.81	-77.56	11.45	2.39	13.19	24.61	2.14
A1177	38.07160	-121.97507	Suisun Bay	Suisun Bay	Jul-2022	9.03	2.37	21.52	14182.16	7.78	7.94	94.36	23.94	3.19	27.26	5.94	30.90	21.50	13550.4	8.44	0.49	2.22	4.54	0.00	7.29	6.73	30.43	62.31	0.00	-10.81	-77.56	11.33	2.38	13.14	24.43	2.10
A1178	38.06991	-121.97302	Suisun Bay	Suisun Bay	Jul-2022	9.05	2.33	21.52	14098.91	7.78	7.95	94.41	23.87	3.14	27.12	5.94	30.88	21.50	13456.1	8.38	0.48	2.21	4.55	0.00	7.27	6.60	30.41	62.55	0.00	-10.81	-77.56	11.20	2.38	13.08	24.22	2.05
A1179	38.06967	-121.97111	Suisun Bay	Suisun Bay	Jul-2022	9.19	2.40	21.54	14150.61	7.79	7.96	94.60	22.31	3.10	27.13	5.93	30.90	21.51	13493.9	8.40	0.49	2.16	4.60	0.00	7.27	6.70	29.77	63.31	0.00	-10.81	-77.56	11.23	2.38	13.08	24.22	1.91
A1180	38.06983	-121.96920	Suisun Bay	Suisun Bay	Jul-2022	9.24	2.23	21.53	14121.23	7.77	7.93	94.28	23.49	3.18	26.77	6.09	30.93	21.51	13456.1	8.38	0.49	2.22	4.71	0.00	7.43	6.64	29.91	63.44	0.00	-10.81	-77.56	10.93	2.36	12.91	23.77	1.98
A1182	38.07100	-121.96566	Suisun Bay	Suisun Bay	Jul-2022	9.17	2.14	21.56	14267.82	7.77	7.90	93.96	26.25	3.29	26.40	6.41	30.98	21.54	13605.6	8.47	0.55	2.32	4.99	0.00	7.84	7.00	29.53	63.69	0.00	-10.81	-77.56	10.80	2.34	12.74	23.50	1.93
A1183	38.07154	-121.96386	Suisun Bay	Honker Bay	Jul-2022	9.13	2.09	21.57	14277.00	7.77	7.89	93.79	28.39	3.33	26.25	6.52	30.96	21.54	13629.7	8.49	0.59	2.39	5.06	0.00	8.02	7.31	29.74	63.07	0.00	-10.81	-77.56	10.84	2.33	12.67	23.50	1.93
A1185	38.07248	-121.96033	Suisun Bay	Honker Bay	Jul-2022	8.97	1.95	21.56	14111.89	7.76	7.86	93.38	32.11	3.42	25.97	6.57	30.91	21.54	13495.7	8.40	0.61	2.47	5.01	0.00	8.09	7.58	30.54	61.88	0.00	-10.81	-77.56	10.82	2.31	12.54	23.36	2.05
A1186	38.07258	-121.95854	Suisun Bay	Honker Bay	Jul-2022	9.01	1.87	21.55	13943.43	7.76	7.86	93.34	33.54	3.40	25.92	6.44	30.82	21.53	13334.9	8.29	0.63	2.51	4.85	0.00	7.99	7.86	31.49	60.64	0.00	-10.81	-77.56	10.84	2.31	12.51	23.36	2.07
A1199	38.07342	-121.93483	Suisun Bay	Honker Bay	Jul-2022	8.56	0.92	21.55	11970.03	7.77	7.88	92.94	29.86	2.52	25.47	4.92	30.05	21.54	11391.0	7.00	0.54	2.34	3.40	0.00	6.30	8.64	37.03	53.93	0.00	-10.81	-77.56	9.29	2.28	12.30	21.81	2.41
A907	38.06670	-122.02061	Suisun Bay	Suisun Bay	Jul-2022	9.74	3.71	21.30	19113.59	7.85	8.02	96.77	18.55	4.07	28.20	7.88	32.37	21.29	18070.1	11.60	0.35	2.00	7.36	0.00	9.74	3.61	20.53	75.59	0.00	-10.81	-77.57	13.45	2.44	13.58	27.05	2.10
A1163	38.07216	-122.00050	Suisun Bay	Suisun Bay	Jul-2022	9.10	2.83	21.23	16813.42	7.83	8.07	96.33	27.31	4.08	27.79	7.80	31.93	21.21	15944.0	10.14	0.57	2.28	6.75	0.00	9.52	5.93	23.91	70.97	0.00	-10.81	-77.56	12.19	2.41	13.39	25.53	2.42
A925	38.06334	-122.02787	Suisun Bay	Suisun Bay	Jul-2022	9.94	4.00	21.30	19817.03	7.85	7.95	96.13	21.03	4.52	28.03	8.65	32.50	21.29	18754.9	12.07	0.27	2.05	8.10	0.00	10.46	2.60	19.61	77.41	0.00	-10.81	-77.57	13.93	2.43	13.50	27.43	1.96
A926	38.06335	-122.02970	Suisun Bay	Suisun Bay	Jul-2022	10.05	4.06	21.29	19989.28	7.84	7.94	96.06	21.38	4.59	28.13	8.80	32.54	21.27	18913.2	12.19	0.27	2.07	8.22	0.00	10.56	2.54	19.56	77.83	0.00	-10.81	-77.57	14.10	2.43	13.55	27.66	1.93
A927	38.06332	-122.03154	Suisun Bay	Suisun Bay	Jul-2022	10.17	4.11	21.27	20142.27	7.84	7.95	96.21	21.55	4.64	28.19	8.90	32.57	21.26	19050.5	12.29	0.27	2.09	8.29	0.00	10.63	2.51	19.63	78.00	0.00	-10.81	-77.57	14.28	2.44	13.58	27.86	1.89
A928	38.06326	-122.03336	Suisun Bay	Suisun Bay	Jul-2022	10.30	4.17	21.25	20283.87	7.84	7.97	96.46	21.30	4.64	28.21	8.92	32.59	21.24	19175.4	12.38	0.25	2.10	8.31	0.00	10.65	2.32	19.74	77.98	0.00	-10.81	-77.57	14.46	2.44	13.59	28.05	1.87
A929	38.06344	-122.03512	Suisun Bay	Suisun Bay	Jul-2022	10.42	4.24	21.23	20430.16	7.84	7.98	96.64	20.81	4.62	28.21	8.93	32.59	21.22	19305.8	12.48	0.23	2.11	8.35	0.00	10.70	2.15	19.74	78.04	0.00	-10.81	-77.57	14.66	2.44	13.59	28.25	1.85
A930	38.06325	-122.03691	Suisun Bay	Suisun Bay	Jul-2022	10.48	4.32	21.22	20575.43	7.84	7.99	96.72	20.26	4.60	28.29	8.95	32.59	21.21	19441.4	12.58	0.20	2.10	8.44	0.00	10.76	1.88	19.47	78.36	0.00	-10.81	-77.57	14.80	2.44	13.62	28.43	1.85
A931	38.06294	-122.03871	Suisun Bay	Suisun Bay	Jul-2022	10.43	4.42	21.22	20712.80	7.84	7.98	96.70	19.74	4.63	28.38	9.00	32.58	21.20	19573.1	12.67	0.17	2.07	8.55	0.00	10.85	1.55	19.09	78.80	0.00	-10.81	-77.57	14.85	2.45	13.67	28.52	1.86
A932	38.06275	-122.04053	Suisun Bay	Suisun Bay	Jul-2022	10.41	4.54	21.23	20847.06	7.84	7.98	96.69	19.54	4.69	28.41	9.12	32.56	21.21	19703.0	12.76	0.17	2.05	8.73	0.00	11.01	1.54	18.65	79.29	0.00	-10.81	-77.57	14.95	2.45	13.68	28.63	1.88
A933	38.06236	-122.04239	Suisun Bay	Suisun Bay	Jul-2022	10.42	4.66	21.23	21007.27	7.84	7.98	96.83	19.36	4.76	28.34	9.29	32.54	21.21	19852.4	12.87	0.18	2.07	8.97	0.00	11.25	1.61	18.39	79.65	0.00	-10.81	-77.57	15.08	2.45	13.65	28.73	1.92
A936	38.06780	-122.04758	Suisun Bay	Suisun Bay	Jul-2022	10.69	4.95	21.23	21514.04	7.84	8.00	97.21	21.00	5.08	27.95	10.02	32.49	21.21	20333.1	13.21	0.25	2.12	9.69	0.00	12.07	2.03	17.59	80.26	0.00	-10.81	-77.57	15.64	2.42	13.46	29.12	2.04
A935	38.06216	-122.04601	Suisun Bay	Suisun Bay	Jul-2022	10.45	4.80	21.23	21180.29	7.84	8.00	97.06	19.23	4.83	28.18	9.48	32.50	21.21	20008.0	12.98	0.20	2.10	9.20	0.00	11.51	1.71	18.26	79.90	0.00	-10.81	-77.57	15.25	2.44	13.57	28.82	1.97
A937	38.06751	-122.04926	Suisun Bay	Suisun Bay	Jul-2022	10.71	5.17	21.23	21667.31	7.84	8.02	97.50	20.58	5.11	27.80	10.06	32.43	21.20	20463.4	13.30	0.26	2.15	9.81	0.00	12.20	2.13	17.62	80.39	0.00	-10.81	-77.57	15.88	2.41	13.40	29.28	2.09
A939	38.06595	-122.05290	Suisun Bay	Suisun Bay	Jul-2022	10.78	5.56	21.18	22027.04	7.84	8.01	97.50	21.84	5.32	27.88	10.23	32.38	21.16	20790.2	13.55	0.32	2.17	9.91	0.00	12.38	2.61	17.51	80.05	0.00	-10.81	-77.57	16.34	2.42	13.43	29.77	2.22
A940	38.06545	-122.05471	Suisun Bay	Suisun Bay	Jul-2022	10.90	5.71	21.15	22126.58	7.84	8.01	97.42	21.66	5.24	28.04	10.05	32.38	21.13	20875.6	13.62	0.32	2.18	9.73	0.00	12.20	2.62	17.85	79.78	0.00	-10.81	-77.57	16.61	2.43	13.51	30.11	2.28
A941	38.06509	-122.05656	Suisun Bay	Suisun Bay	Jul-2022	11.05	5.79	21.12	22292.92	7.84	8.00	97.31	21.70	5.17	28.19	9.89	32.38	21.10	21021.7	13.74	0.33	2.17	9.55	0.00	12.04	2.78	18.01	79.32	0.00	-10.81	-77.57	16.84	2.44	13.58	30.42	2.36
A942	38.06495	-122.05838	Suisun Bay	Suisun Bay	Jul-2022	11.21	5.80	21.07	22451.98	7.83	8.01	97.33	21.36	5.06	28.25	9.64	32.36	21.05	21159.4	13.85	0.34	2.16	9.34	0.00	11.83	2.85	18.28	78.92	0.00	-10.81	-77.57	17.00	2.44	13.61	30.60	2.43
A943	38.06474	-122.06008	Suisun Bay	Suisun Bay	Jul-2022	11.21	5.80	21.07	22451.98	7.83	8.01	97.33	21.36	5.06	28.25	9.64	32.36	21.05	21159.4	13.85	0.34	2.16	9.34	0.00	11.83	2.85	18.28	78.92	0.00	-10.81	-77.57	17.00	2.44	13.61	30.60	2.43
A944	38.06458	-122.06186	Suisun Bay	Suisun Bay	Jul-2022	11.35	5.70	21.03	22592.37	7.83	8.02	97.43	20.82	4.95	28.24	9.35	32.34	21.01	21273.0	13.94	0.35	2.16	9.09	0.00	11.60	3.02	18.62	78.32	0.00	-10.81	-77.57	17.04	2.44	13.60	30.64	2.50
A945	38.06426	-122.06369	Suisun Bay	Suisun Bay	Jul-2022	11.45	5.54	20.98	22743.43	7.83	8.03	97.60	20.05	4.78	28.20	9.01	32.33	20.96	21386.4	14.04	0.37	2.15	8.75	0.00	11.26	3.28	19.12	77.66	0.00	-10.81	-77.57	16.98	2.44	13.58	30.57	2.56
A946	38.06422	-122.06551	Suisun Bay	Suisun Bay	Jul-2022	11.55	5.36	20.93	22903.69	7.83	8.04	97.73	19.00	4.55	28.24	8.61	32.35	20.91	21513.5	14.15	0.37	2.12	8.30	0.00	10.79	3.52	19.70	76.82	0.00	-10.81	-77.57	16.91	2.44	13.60	30.51	2.62
A947	38.06387	-122.06729	Suisun Bay	Suisun Bay	Jul-2022	11.60	5.18	20.89	23041.31	7.83	8.05	97.72	18.04	4.33	28.40	8.22	32.39	20.88	21632.5	14.24	0.38	2.08	7.88	0.00	10.35	3.70	20.16	76.02	0.00	-10.81	-77.57	16.78	2.45	13.68	30.46	2.66
A948	38.06378	-122.06908	Suisun Bay	Suisun Bay	Jul-2022	11.62	5.01	20.87	23130.92	7.83	8.04	97.61	17.22	4.13	28.63	7.88	32.43	20.85	21720.4	14.32	0.36	2.04	7.51	0.00	9.94	3.70	20.59	75.49	0.00	-10.81	-77.57	16.64	2.46	13.78	30.43	2.69
